student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,hobbies,skills_tech_python,skills_tech_excel,skills_tech_sql,skills_soft,family_siblings,family_income_father,family_income_mother,laptop_brand,laptop_year,phone_brand,phone_year,addr_city,addr_district,addr_postal
256,Ann Burns,22,Unknown,100.0,,Lake Ashley,,2006-05-27 00:00:00,Python,110,active,37.0,excellent,227.0,2019-08-14 00:00:00,"BROKEN,ADDRESS,DATA,,,","about, city",2.0,4.0,1.0,"that, walk",3.0,282.0,1017.0,Lenovo,2016.0,Xiaomi,2018.0,,,
257,,20,Female,77.0,+12873288674,North Chelseaview,,1984-07-07 22:59:00,Python,,inactive,1.27,average,18100.0,1984-02-20 00:00:00,"Apartment 27, New Mark district, Tashkent, UZ, 100999",,,,,,,,,,,,,Tashkent,New Mark district,100999
258,Mrs. Dana Cole,,Female,,+11825942720,Andersonville,,2022-05-24 00:00:00,Data Science,110,active,,average,12600.0,2023-03-11 00:00:00,"Johnview 8-kv, dom 27, Tashkent","me, sister",2.0,1.0,5.0,"yes, available",4.0,340.0,633.0,HP,2021.0,Samsung,2022.0,Tashkent,,
259,Dean Lozano,20,Female,,,Brandonfurt,,1974-11-27 05:57:07,Python,,pending,,good,216.0,1972-03-07 06:41:17,"BROKEN,ADDRESS,DATA,,,","this, trouble",2.0,2.0,3.0,"face, response",5.0,1300.0,1048.0,HP,2019.0,Apple,2020.0,,,
260,Tyler Mueller,,Female,61.0,,Port Jeffreyside,,,Data Science,,inactive,15.5,excellent,124.0,1995-04-08 00:00:00,"Apartment 43, Sarahstad district, Tashkent, UZ, 100781",,,,,,,,,,,,,Tashkent,Sarahstad district,100781
261,Charles Smith,20,Unknown,89.0,+17374078314,Lake Josephtown,xthomas@lambert-collins.com,1984-12-16 11:44:14,Data Science,86,inactive,15.5,average,152.0,2002-01-01 00:00:00,UZ 100304 Tashkent Jonesfurt,"anyone, bed",1.0,3.0,4.0,"would, after",2.0,518.0,607.0,HP,2015.0,Samsung,2020.0,,,
262,Michele Johnson,18,Female,76.0,+13707685363,Hillchester,,,Data Science,97,active,,good,194.0,1989-07-12 03:27:46,"North Alicia 20-kv, dom 35, Tashkent","firm, everybody",4.0,3.0,3.0,"say, do",1.0,1464.0,1493.0,HP,2017.0,Xiaomi,2024.0,Tashkent,,
263,,21,Female,65.0,+16421921575,Kellyborough,zjohnson@miller-weaver.net,2002-08-30 15:04:12,Data Science,110,inactive,15.5,average,220.0,1995-09-08 00:00:00,"BROKEN,ADDRESS,DATA,,,","third, prepare",4.0,4.0,3.0,"successful, product",2.0,913.0,1267.0,HP,2019.0,Samsung,2024.0,,,
264,James Griffin,,Female,,+16359140072,West Marieland,,1989-05-11 00:00:00,Data Science,92,active,4.46,,219.0,2018-01-14 08:03:10,"Apartment 29, North Tyroneville district, Tashkent, UZ, 100883","green, box",2.0,1.0,2.0,"society, next",3.0,1161.0,228.0,HP,2024.0,Samsung,2024.0,Tashkent,North Tyroneville district,100883
265,Justin Arnold,18,Female,81.0,+17128353547,West Victoriastad,,1972-03-11 00:00:00,Python,,inactive,15.5,excellent,92.0,2000-11-24 00:00:00,UZ 100588 Tashkent West Elizabeth,"maintain, hard",1.0,1.0,2.0,"common, resource",3.0,422.0,1398.0,Lenovo,2016.0,Xiaomi,2022.0,,,
266,,19,Female,,+11748502428,Jamesburgh,,1999-03-19 00:00:00,Data Science,,pending,15.5,average,195.0,2017-02-10 08:53:00,"Apartment 17, North Raymond district, Tashkent, UZ, 100376","guy, test",3.0,4.0,5.0,"trade, least",5.0,1310.0,604.0,Dell,2015.0,Xiaomi,2023.0,Tashkent,North Raymond district,100376
267,,21,Male,,,Josephbury,marcus14@thomas-wong.biz,,Data Science,114,active,-2.0,excellent,203.0,2018-03-23 00:00:00,"63287 Donna Walk, Savageborough","week, group",2.0,3.0,5.0,"form, mean",3.0,335.0,1183.0,Lenovo,2022.0,Apple,2019.0,,,
268,Adam Bowman,20,Female,90.0,,North Brentport,,,Python,84,inactive,,average,239.0,,"Apartment 20, Lake Stacy district, Tashkent, UZ, 100919",,,,,,,,,,,,,Tashkent,Lake Stacy district,100919
269,,19,Female,,+14859449082,Lake Amberstad,,2023-11-03 06:30:07,Data Science,104,inactive,-2.0,,128.0,,"42654 Obrien Stream Apt. 484, North Ianberg","why, up",1.0,3.0,4.0,"several, consider",5.0,280.0,1029.0,Lenovo,2016.0,Samsung,2022.0,,,
270,,,Unknown,96.0,,Patrickhaven,,,Data Science,,active,-2.0,average,216.0,1986-04-14 20:33:44,"0553 Joseph Crest, Port Stephenchester","watch, step",1.0,3.0,2.0,"idea, cut",2.0,618.0,407.0,Dell,2015.0,Samsung,2020.0,,,
271,,,Female,,+12679176512,Rachelstad,,1991-11-03 00:00:00,Python,,active,,excellent,227.0,1988-04-19 11:33:00,UZ 100416 Tashkent Lake John,"word, move",2.0,5.0,2.0,"coach, decision",4.0,1043.0,1206.0,Dell,2015.0,Xiaomi,2023.0,,,
272,,20,Female,73.0,+11407992436,Davidside,pricesamuel@young.com,2010-08-23 18:40:24,Data Science,109,inactive,15.5,good,23400.0,2009-02-28 00:00:00,"Apartment 20, Rileyside district, Tashkent, UZ, 100580","anything, hospital",3.0,1.0,1.0,"age, police",5.0,586.0,1160.0,HP,2024.0,Apple,2018.0,Tashkent,Rileyside district,100580
274,April Sharp,20,Male,79.0,+11321497176,Guzmanbury,,2007-01-26 08:08:12,Data Science,110,active,4.24,average,127.0,1977-10-29 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
275,Jessica Leon,20,Female,78.0,+17129219367,West Toddside,,1973-01-13 00:00:00,Data Science,110,inactive,1.35,average,85.0,1971-12-26 00:00:00,"BROKEN,ADDRESS,DATA,,,","group, great",1.0,2.0,1.0,"may, suddenly",3.0,850.0,388.0,Dell,2019.0,Xiaomi,2024.0,,,
276,Christopher Cruz,20,Female,77.0,,Obrienshire,,,Data Science,,active,2.66,excellent,135.0,1987-05-27 00:00:00,UZ 100679 Tashkent Maryport,"television, serve",5.0,2.0,5.0,"find, kind",2.0,612.0,1374.0,HP,2019.0,Samsung,2018.0,,,
277,Hunter Smith,19,Male,,+11318767285,Robinsonton,,2007-04-03 20:56:59,Python,102,active,0.0,excellent,299.0,1974-06-11 00:00:00,"Apartment 8, Ashleyborough district, Tashkent, UZ, 100060","those, partner",5.0,4.0,4.0,"which, actually",3.0,1415.0,828.0,HP,2016.0,Apple,2018.0,Tashkent,Ashleyborough district,100060
278,Tracy Martin,21,Unknown,86.0,+14850348428,Lake Hunter,,2001-12-01 18:40:00,Data Science,110,inactive,0.0,excellent,100.0,1971-04-21 00:00:00,"4741 Phillips Course Apt. 019, Lake Theresafurt",,,,,,,,,,,,,,,
279,Erica Myers,18,Unknown,85.0,,West Olivia,,1983-03-18 00:00:00,Data Science,,inactive,-2.0,,14000.0,1993-10-30 00:00:00,"BROKEN,ADDRESS,DATA,,,","support, support",3.0,5.0,5.0,"end, collection",0.0,1095.0,1133.0,Dell,2024.0,Apple,2020.0,,,
280,Audrey Moran,,Unknown,88.0,,West Shawnabury,,1994-03-14 00:00:00,Data Science,110,pending,-2.0,good,218.0,1975-12-08 00:00:00,"BROKEN,ADDRESS,DATA,,,","exist, politics",3.0,1.0,3.0,"conference, commercial",4.0,1499.0,861.0,Lenovo,2022.0,Samsung,2024.0,,,
281,,18,Female,94.0,,Brittneyburgh,dgreen@henry-marshall.com,,Data Science,72,pending,1.52,excellent,69.0,1992-08-16 19:39:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
283,William Torres,21,Female,,+15622705245,Suzanneland,khantricia@swanson.com,1977-12-04 00:00:00,Data Science,110,pending,-2.0,,53.0,1993-12-20 16:18:00,"978 Allison Loop Apt. 882, Whitemouth","specific, me",3.0,2.0,4.0,"hand, room",5.0,709.0,1412.0,HP,2023.0,Apple,2019.0,,,
285,Laura Bates,21,Female,86.0,,Michaelfurt,,,Data Science,,active,15.5,good,85.0,1986-05-17 19:24:00,"South David 8-kv, dom 24, Tashkent",,,,,,,,,,,,,Tashkent,,
286,Vincent Huffman,20,Female,83.0,+13233128254,Lake Robin,,1972-06-07 00:00:00,Data Science,110,active,2.15,excellent,21800.0,1992-12-30 00:00:00,UZ 100578 Tashkent New Davidmouth,,,,,,,,,,,,,,,
287,Jeffrey Lowe,19,Female,90.0,+16190965066,North Erikbury,qparker@hotmail.com,1983-12-25 05:25:00,Data Science,,inactive,3.91,,212.0,1970-06-14 00:00:00,"Curryhaven 5-kv, dom 5, Tashkent","candidate, rate",5.0,4.0,1.0,"information, available",3.0,567.0,233.0,Dell,2020.0,Apple,2021.0,Tashkent,,
290,,18,Female,,,West Richardbury,,1972-02-16 11:00:00,Data Science,115,pending,0.0,good,283.0,,"96315 Annette Rest, Port Charlesport","nation, right",4.0,5.0,2.0,"artist, process",3.0,1367.0,1013.0,Dell,2022.0,Samsung,2022.0,,,
291,Dennis Bishop,20,Female,,+10545481713,South Sandra,,,Data Science,110,active,0.0,,237.0,2006-01-26 00:00:00,"Apartment 35, Huffburgh district, Tashkent, UZ, 100573","various, value",3.0,1.0,3.0,"myself, seven",5.0,906.0,1438.0,HP,2022.0,Xiaomi,2020.0,Tashkent,Huffburgh district,100573
293,,,Male,59.0,+15217567290,North Vanessaberg,,2020-06-02 06:08:23,Data Science,,inactive,15.5,average,114.0,2009-08-04 00:00:00,"West Josephville 28-kv, dom 45, Tashkent","floor, notice",2.0,3.0,5.0,"sign, throughout",2.0,486.0,1054.0,Lenovo,2017.0,Xiaomi,2018.0,Tashkent,,
294,Wendy Dunn,,Female,,,Stewarttown,,1986-05-29 00:00:00,Data Science,,active,,good,17600.0,2022-09-16 05:31:23,UZ 100431 Tashkent Garciafort,"make, area",1.0,3.0,5.0,"produce, page",3.0,1047.0,811.0,Dell,2021.0,Apple,2020.0,,,
295,Elizabeth Nelson,,Female,84.0,,West Kenneth,,1986-11-02 00:00:00,Python,110,inactive,0.0,excellent,151.0,2010-07-21 00:00:00,"Apartment 31, Lake Karen district, Tashkent, UZ, 100697",,,,,,,,,,,,,Tashkent,Lake Karen district,100697
296,,19,Female,,+19429934964,East Robinstad,,,Python,,pending,,,284.0,1980-03-07 15:28:05,"36436 Gamble Freeway Suite 098, Jeanstad","anything, long",5.0,1.0,3.0,"field, fast",2.0,1303.0,1219.0,Lenovo,2021.0,Apple,2024.0,,,
297,Tiffany Reyes,18,Male,91.0,+18999918816,South Pamela,sanchezkevin@yahoo.com,1975-09-06 21:44:00,Python,110,inactive,37.0,good,111.0,1970-12-04 00:00:00,"BROKEN,ADDRESS,DATA,,,","half, wind",5.0,1.0,3.0,"create, word",3.0,524.0,1494.0,Dell,2023.0,Apple,2019.0,,,
298,,18,Male,78.0,,Port Hayleyport,,2019-06-20 00:00:00,Data Science,76,active,,good,219.0,2022-04-19 00:00:00,"5327 Anthony Rest, Russellfort",,,,,,,,,,,,,,,
299,Vincent Collins,18,Male,,+11439550610,West Jamie,,1999-03-25 00:00:00,Python,,pending,-2.0,average,20600.0,,"780 William Summit Apt. 320, Shawnstad","million, over",2.0,1.0,1.0,"stop, enough",5.0,1419.0,1065.0,Dell,2023.0,Samsung,2024.0,,,
300,Jared Mckinney,18,Unknown,,+15136377267,Jacksonbury,elizabeth02@hotmail.com,1973-09-09 00:00:00,Data Science,102,inactive,15.5,,258.0,2021-02-09 00:00:00,"Apartment 19, North Teresaberg district, Tashkent, UZ, 100009","finish, age",3.0,1.0,4.0,"win, fall",4.0,1342.0,1266.0,HP,2017.0,Samsung,2021.0,Tashkent,North Teresaberg district,100009
301,Andrew Andrews,18,Male,74.0,,Aprilberg,gcastillo@bishop.info,1995-05-03 21:16:50,Python,110,pending,-2.0,,244.0,1981-04-20 15:02:00,"410 Baker Cliffs, South Ian","remain, management",2.0,3.0,3.0,"analysis, respond",0.0,642.0,773.0,Lenovo,2024.0,Samsung,2018.0,,,
302,Leah Taylor,18,Unknown,94.0,,Richardmouth,,1986-09-17 03:10:31,Python,101,active,,excellent,121.0,2009-04-05 17:03:17,"Apartment 50, Johnsonfurt district, Tashkent, UZ, 100029",,,,,,,,,,,,,Tashkent,Johnsonfurt district,100029
303,Lawrence Smith,,Female,,+10042888164,South Erinville,,2007-07-07 00:00:00,Python,,active,0.0,good,9400.0,1974-04-22 00:00:00,"663 Cook Lodge Apt. 565, Yustad","part, according",4.0,4.0,3.0,"continue, modern",3.0,1134.0,809.0,HP,2018.0,Xiaomi,2020.0,,,
304,John Collier,18,Unknown,,+14577431966,Mathewsland,,2019-07-01 14:27:24,Python,98,pending,-2.0,excellent,223.0,2015-06-08 17:05:00,UZ 100024 Tashkent West Jessicafurt,"lose, reach",4.0,4.0,4.0,"table, someone",1.0,856.0,1449.0,Dell,2017.0,Xiaomi,2019.0,,,
305,Kenneth Mcdonald,18,Male,,+11527864631,Aliciaton,,1983-01-27 00:00:00,Data Science,,pending,-2.0,excellent,146.0,2003-03-06 00:00:00,"BROKEN,ADDRESS,DATA,,,","modern, exactly",4.0,5.0,3.0,"put, central",0.0,1331.0,223.0,HP,2020.0,Samsung,2024.0,,,
306,Kayla Martinez,18,Female,,,Nelsonshire,singhmicheal@gmail.com,,Data Science,105,active,0.0,,24300.0,1997-11-20 20:49:58,"Christopherhaven 7-kv, dom 45, Tashkent","cost, computer",5.0,2.0,5.0,"safe, manager",5.0,363.0,462.0,Lenovo,2015.0,Samsung,2019.0,Tashkent,,
307,Ruth Edwards,21,Male,65.0,+17391056737,Johnmouth,,2003-04-17 14:53:03,Data Science,,pending,4.47,excellent,13300.0,1980-08-28 01:19:06,"Apartment 44, Jonesmouth district, Tashkent, UZ, 100100",,,,,,,,,,,,,Tashkent,Jonesmouth district,100100
308,Kyle Brown,,Female,,+17238925634,West Jennifer,,,Python,116,pending,-2.0,excellent,56.0,1985-05-22 00:00:00,"1120 Brittany Cliffs Suite 826, New Jordan","conference, citizen",3.0,5.0,1.0,"outside, ball",5.0,951.0,988.0,Dell,2023.0,Apple,2021.0,,,
309,,18,Female,68.0,+17921971892,Lake Andreaburgh,,2005-11-26 00:49:43,Data Science,71,inactive,-2.0,good,131.0,1976-06-21 23:43:21,"10040 West Lakes Suite 279, East Samanthaland",,,,,,,,,,,,,,,
310,Rachel Parker,21,Male,65.0,,Jordanberg,,1974-01-07 00:00:00,Python,110,inactive,,,149.0,2015-02-09 14:36:27,UZ 100076 Tashkent Port Lauren,"suddenly, culture",1.0,3.0,5.0,"head, old",3.0,526.0,1121.0,Dell,2020.0,Xiaomi,2021.0,,,
311,Katherine Clark,20,Female,97.0,,East Gabriellamouth,,2025-04-24 20:11:00,Data Science,110,active,,good,19700.0,1999-06-26 03:58:13,"Michaelburgh 6-kv, dom 30, Tashkent",,,,,,,,,,,,,Tashkent,,
312,,18,Male,,+12074578185,Lake Jasmine,,2001-06-10 19:42:00,Data Science,110,active,4.29,excellent,298.0,1997-01-05 00:00:00,"Sharonland 2-kv, dom 45, Tashkent","far, officer",2.0,1.0,3.0,"sure, son",3.0,1378.0,513.0,Dell,2022.0,Xiaomi,2020.0,Tashkent,,
313,Willie Hoover,20,Female,,+19030256001,Fullermouth,holmessteven@hotmail.com,2009-12-25 00:00:00,Python,,inactive,-2.0,average,248.0,1980-05-04 00:00:00,"Murraymouth 19-kv, dom 29, Tashkent","pass, staff",4.0,2.0,1.0,"specific, reduce",3.0,508.0,1273.0,Lenovo,2015.0,Apple,2023.0,Tashkent,,
314,Jennifer Johnson,18,Female,,+11492102553,Turnerberg,,2002-02-04 04:27:49,Python,66,pending,37.0,excellent,154.0,2024-06-23 00:00:00,"Apartment 15, Pittmanchester district, Tashkent, UZ, 100280",,,,,,,,,,,,,Tashkent,Pittmanchester district,100280
316,Michele Hogan,20,Male,,+18079955165,Burgessside,ssmith@hotmail.com,1980-05-22 02:05:36,Data Science,110,active,15.5,average,128.0,1982-12-24 00:00:00,"BROKEN,ADDRESS,DATA,,,","operation, toward",1.0,2.0,4.0,"performance, building",3.0,869.0,375.0,Dell,2023.0,Apple,2023.0,,,
317,Mackenzie Haas,19,Female,64.0,,New Bruce,,1976-09-05 17:43:53,Data Science,110,pending,-2.0,,128.0,1988-02-06 00:00:00,"New Charles 14-kv, dom 1, Tashkent","capital, produce",3.0,5.0,3.0,"over, condition",3.0,1137.0,881.0,Dell,2019.0,Samsung,2022.0,Tashkent,,
318,Sarah Perez MD,19,Male,75.0,,East Erik,,,Data Science,,pending,0.0,good,216.0,,"BROKEN,ADDRESS,DATA,,,","stand, father",4.0,4.0,1.0,"meeting, parent",5.0,824.0,1340.0,Dell,2017.0,Xiaomi,2024.0,,,
319,Carolyn Moreno,22,Male,82.0,,West Randy,williamslarry@hotmail.com,1986-08-30 00:00:00,Python,110,pending,15.5,excellent,23000.0,,"BROKEN,ADDRESS,DATA,,,","responsibility, read",3.0,3.0,1.0,"civil, shoulder",1.0,319.0,400.0,HP,2023.0,Apple,2021.0,,,
320,Joshua Ross,20,Unknown,67.0,+16768851567,Stanleymouth,,2023-08-04 00:00:00,Python,97,pending,,average,175.0,2012-12-04 00:00:00,"6771 Miller Crescent, Port Sarah","great, necessary",3.0,4.0,3.0,"sometimes, president",0.0,635.0,304.0,HP,2017.0,Apple,2024.0,,,
321,Shawn Collins,22,Female,,,Brittanyburgh,,1985-01-05 00:00:00,Data Science,,pending,37.0,excellent,19300.0,,"Apartment 25, New Dawnburgh district, Tashkent, UZ, 100666","evening, animal",3.0,1.0,1.0,"page, woman",3.0,1288.0,465.0,HP,2017.0,Apple,2023.0,Tashkent,New Dawnburgh district,100666
322,Antonio Bryan,22,Female,,,Lake Helen,adavis@hotmail.com,2010-04-14 00:00:00,Data Science,87,inactive,,good,221.0,2025-05-15 00:00:00,"Apartment 19, East Connie district, Tashkent, UZ, 100047","bring, sea",4.0,2.0,3.0,"heart, thank",3.0,721.0,564.0,Dell,2017.0,Samsung,2022.0,Tashkent,East Connie district,100047
323,Barry Oneill,22,Female,87.0,,East Emilyport,,1991-03-26 00:00:00,Data Science,,active,15.5,excellent,279.0,2011-07-28 00:00:00,"316 Elizabeth Run, South Jamesport","moment, also",5.0,3.0,1.0,"operation, pretty",4.0,471.0,1028.0,Lenovo,2017.0,Apple,2020.0,,,
324,,,Female,65.0,+17860482231,Jillside,,2013-10-16 00:00:00,Data Science,110,pending,-2.0,,187.0,,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
326,Micheal Knapp,,Female,87.0,+15441134366,Lauraport,,,Data Science,64,active,,excellent,229.0,2011-03-25 07:47:00,"West Robertburgh 4-kv, dom 9, Tashkent","evidence, start",5.0,1.0,5.0,"call, per",3.0,1235.0,1300.0,HP,2017.0,Apple,2020.0,Tashkent,,
327,,21,Unknown,,+13824058081,Lake Christopher,,2002-04-17 00:00:00,Python,96,active,37.0,average,140.0,1984-08-23 21:23:37,"Apartment 11, Port Calebtown district, Tashkent, UZ, 100670","others, you",1.0,1.0,3.0,"serious, onto",1.0,1218.0,581.0,HP,2016.0,Samsung,2021.0,Tashkent,Port Calebtown district,100670
329,,,Male,,+16466358123,North Rodneychester,,1974-07-10 00:00:00,Data Science,110,pending,0.0,good,106.0,2018-09-27 19:54:00,"607 Torres Brook Suite 210, South Joy","institution, forget",5.0,3.0,4.0,"go, prepare",1.0,1324.0,1202.0,Dell,2018.0,Xiaomi,2018.0,,,
330,Joseph Johnson,,Male,,+10247446407,Luisport,johnyoung@yahoo.com,1998-09-06 02:39:28,Data Science,110,inactive,,good,5700.0,1996-06-25 02:28:00,UZ 100700 Tashkent Shaunfort,"spring, either",1.0,5.0,4.0,"region, court",0.0,574.0,1222.0,Lenovo,2017.0,Samsung,2020.0,,,
332,,21,Female,93.0,+14938659765,Jennaborough,brianmarsh@yahoo.com,1998-09-27 00:00:00,Data Science,,inactive,0.0,excellent,140.0,2013-02-07 22:31:00,"West Patrickberg 13-kv, dom 41, Tashkent","dinner, cause",3.0,1.0,3.0,"traditional, security",2.0,843.0,1477.0,Dell,2021.0,Apple,2019.0,Tashkent,,
333,,20,Female,57.0,+18834929817,Deanberg,doughertydavid@carrillo-decker.com,2009-05-18 00:00:00,Data Science,110,inactive,37.0,excellent,246.0,1978-09-18 00:00:00,"South Kylebury 23-kv, dom 5, Tashkent",,,,,,,,,,,,,Tashkent,,
334,Fred Griffith,18,Male,70.0,,South Lynnberg,,1995-06-11 00:00:00,Data Science,88,inactive,15.5,excellent,6700.0,2020-02-29 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
335,David Taylor,,Female,,,Haroldborough,,1991-05-08 21:18:00,Data Science,110,inactive,3.2,good,91.0,1991-07-23 00:00:00,"Apartment 15, North Angela district, Tashkent, UZ, 100462","during, social",2.0,5.0,2.0,"for, mission",2.0,433.0,628.0,Lenovo,2018.0,Xiaomi,2019.0,Tashkent,North Angela district,100462
336,Shane Orr,20,Female,,+18080072980,Lake Lance,odommeredith@yahoo.com,,Python,,pending,37.0,excellent,166.0,1993-06-13 00:00:00,"Apartment 4, Thomasport district, Tashkent, UZ, 100098",,,,,,,,,,,,,Tashkent,Thomasport district,100098
338,,19,Female,74.0,+13527855070,North Teresa,,2008-11-19 19:42:27,Data Science,,active,,good,288.0,,UZ 100563 Tashkent East Nicole,,,,,,,,,,,,,,,
339,,19,Female,,,Port Justinshire,amber74@hotmail.com,2011-08-14 04:51:00,Python,110,inactive,4.38,,130.0,2023-11-04 00:00:00,"BROKEN,ADDRESS,DATA,,,","beat, theory",4.0,5.0,3.0,"upon, relate",3.0,1156.0,1047.0,Lenovo,2024.0,Samsung,2019.0,,,
340,James Smith,19,Unknown,70.0,+10590887861,West Lisamouth,,2021-08-26 00:00:00,Python,110,active,-2.0,,176.0,1987-11-27 22:22:06,"Jessicaton 1-kv, dom 15, Tashkent",,,,,,,,,,,,,Tashkent,,
341,Danielle Coleman,19,Female,90.0,,East Chloefurt,,,Data Science,110,pending,4.3,excellent,299.0,2004-04-15 15:11:36,"BROKEN,ADDRESS,DATA,,,","drive, outside",4.0,1.0,5.0,"thing, several",1.0,1251.0,799.0,Dell,2016.0,Samsung,2024.0,,,
342,Dylan May,,Female,73.0,,Aaronberg,,1972-03-16 00:00:00,Data Science,,inactive,-2.0,average,227.0,2023-10-20 00:00:00,"Apartment 36, Glennmouth district, Tashkent, UZ, 100438","friend, work",4.0,5.0,2.0,"black, in",3.0,324.0,1139.0,Lenovo,2022.0,Xiaomi,2021.0,Tashkent,Glennmouth district,100438
345,,,Unknown,68.0,+10290846617,West Tyler,,1987-04-23 00:00:00,Python,110,active,37.0,average,186.0,,"Coltonborough 27-kv, dom 21, Tashkent","whom, price",4.0,1.0,5.0,"place, debate",2.0,290.0,315.0,Lenovo,2021.0,Xiaomi,2020.0,Tashkent,,
346,Amy Cole,20,Female,68.0,+17123168833,East Samanthachester,,1977-05-05 20:37:10,Data Science,114,pending,-2.0,good,224.0,2006-11-12 00:00:00,UZ 100226 Tashkent Port Jimmyberg,"else, scientist",3.0,1.0,2.0,"whether, rock",5.0,381.0,899.0,HP,2021.0,Samsung,2020.0,,,
347,William Bright,21,Unknown,51.0,+10639746472,Carterbury,david32@yahoo.com,2003-09-17 00:00:00,Data Science,,active,37.0,good,234.0,2009-09-05 15:17:09,"North Scott 5-kv, dom 9, Tashkent","unit, send",4.0,2.0,2.0,"always, order",1.0,740.0,774.0,Dell,2023.0,Xiaomi,2019.0,Tashkent,,
348,Julie Gill,22,Unknown,67.0,,Samuelstad,,2004-06-14 00:00:00,Data Science,,inactive,37.0,,73.0,1970-01-08 00:00:00,"Apartment 24, West James district, Tashkent, UZ, 100774","source, person",2.0,4.0,4.0,"trouble, effect",2.0,363.0,669.0,Dell,2018.0,Xiaomi,2020.0,Tashkent,West James district,100774
349,,18,Male,86.0,+14397702170,Nunezberg,lewispaula@allen.info,1986-08-31 00:00:00,Python,67,active,,good,161.0,1993-02-17 00:00:00,"BROKEN,ADDRESS,DATA,,,","generation, report",1.0,3.0,3.0,"fire, ability",3.0,449.0,549.0,Dell,2021.0,Samsung,2020.0,,,
350,Megan Nelson,22,Female,,,Sandrabury,,2020-10-01 00:00:00,Python,70,active,,excellent,191.0,,"655 Angelica Plaza Suite 842, Hickshaven","hold, thus",4.0,1.0,1.0,"thank, current",2.0,1220.0,1488.0,Dell,2017.0,Apple,2020.0,,,
351,Russell Zimmerman,,Female,93.0,,Port Traceyville,,,Data Science,,active,37.0,average,89.0,2021-01-01 01:26:00,"955 Matthew Row, Angelaside","own, tell",4.0,2.0,2.0,"share, force",0.0,1394.0,719.0,Dell,2024.0,Apple,2019.0,,,
352,Robert Mack,19,Female,76.0,+15332844792,South April,,2011-10-07 08:23:00,Data Science,71,pending,0.0,average,168.0,1988-01-27 00:00:00,"3169 Brenda Place Suite 788, North Theodore",,,,,,,,,,,,,,,
353,Mark Grant,18,Female,83.0,,Brownton,,,Data Science,,inactive,0.0,,93.0,2020-05-23 03:37:19,UZ 100049 Tashkent New Wendymouth,,,,,,,,,,,,,,,
354,Tamara Branch,22,Female,88.0,+15929266249,Port Michelle,,2006-05-16 00:00:00,Data Science,,inactive,37.0,good,187.0,2005-03-31 00:00:00,UZ 100250 Tashkent Wallacechester,"example, view",5.0,3.0,1.0,"like, speech",3.0,625.0,271.0,HP,2018.0,Xiaomi,2021.0,,,
355,,18,Unknown,,,New Jacob,,2022-02-09 19:50:00,Python,110,pending,0.0,,222.0,2011-11-25 16:56:38,"Apartment 29, South Anna district, Tashkent, UZ, 100327","evening, that",4.0,5.0,4.0,"main, soon",0.0,1434.0,1280.0,HP,2020.0,Xiaomi,2023.0,Tashkent,South Anna district,100327
356,,,Female,64.0,,Lake Crystalfort,,2013-07-21 00:00:00,Data Science,64,pending,0.0,excellent,123.0,2014-08-29 09:15:54,"Jonathanmouth 26-kv, dom 24, Tashkent","indicate, unit",3.0,2.0,1.0,"design, arrive",1.0,1391.0,1437.0,HP,2023.0,Samsung,2021.0,Tashkent,,
357,Vanessa Thomas,,Female,100.0,+15870710517,New Mark,,1979-03-17 00:00:00,Data Science,110,pending,15.5,,286.0,1986-04-07 00:00:00,"Apartment 41, East George district, Tashkent, UZ, 100734",,,,,,,,,,,,,Tashkent,East George district,100734
358,,,Female,,+11304680804,Rickview,,1991-12-09 10:41:00,Python,64,inactive,,,233.0,1971-08-13 00:00:00,"134 Katelyn Alley Apt. 071, New William","ability, unit",1.0,1.0,4.0,"century, seven",4.0,440.0,727.0,HP,2024.0,Apple,2023.0,,,
359,Kathleen Sanchez,22,Female,70.0,,Lake Ricardo,,1996-10-16 00:00:00,Python,65,pending,37.0,excellent,230.0,2020-01-28 01:46:00,"36856 Robert Plains Suite 752, East Christineshire",,,,,,,,,,,,,,,
360,,19,Unknown,51.0,+12793769975,Campbellville,nconway@roberts.com,,Data Science,,inactive,,excellent,26900.0,1974-06-13 00:00:00,"3869 Mary Plains, Michaelfort","recognize, power",5.0,4.0,1.0,"strategy, unit",4.0,773.0,1127.0,Lenovo,2019.0,Xiaomi,2022.0,,,
361,Wesley Logan,20,Unknown,63.0,+19729789280,New Nathan,crystal65@gmail.com,1972-07-26 00:00:00,Data Science,117,active,0.0,excellent,221.0,2014-08-12 00:00:00,UZ 100431 Tashkent North Elizabeth,"girl, thought",3.0,5.0,5.0,"personal, before",5.0,676.0,1252.0,Lenovo,2015.0,Samsung,2020.0,,,
363,,18,Male,64.0,,Anthonyburgh,,2007-10-24 00:00:00,Data Science,,pending,,good,295.0,1996-04-23 00:00:00,"Madelineborough 29-kv, dom 49, Tashkent",,,,,,,,,,,,,Tashkent,,
